id,name,vernacular_name,category,type,state_ut,district_city,latitude,longitude,asi_id,unesco_ref,dynasty_ruler,period_century,architectural_style,materials_construction,dimensions_area,sub_features_scannable,combat_historical_narrative,tactical_visiting_info,nearby_cluster,government_source,kaggle_sources,vision_class_label,photo_url
IND-HER-36,Daulatabad Fort & Chand Minar,दौलताबाद किल्ला (Devagiri Fort),Centrally Protected Monument (ASI),Impregnable Deccani Medieval Fortress,Maharashtra,Chhatrapati Sambhaji Nagar (Aurangabad),19.9431,75.2131,W-MH-A5,Tentative List (Monuments of Deccan Sultanate),Yadava Dynasty (King Bhillama V) & Tughlaq / Bahmani / Nizam Shahi,1187 – 1636 CE (12th-17th Century),Deccani Military Defense Fortification (Conical hill citadel with pitch-black maze),"Chiselled Basalt Mountain, Lime mortar, Cast bronze cannons","Conical hill height: 200 m (656 ft); Three concentric rings of curtain walls (Kala Kot, Mahakot, Amberkot)","Chand Minar (64-meter Victory Minaret built by Alauddin Bahmani), Andhari (Pitch-Dark Subterranean Maze Passage with lethal false steps), Moat filled with Crocodiles, Mendha Cannon (Ram-headed bronze cannon), Chini Mahal royal prison","Considered the most impregnable defensive fortress in medieval India. The natural basalt hill was scarped vertically to create a 50-meter sheer cliff drops into a deep water moat. In 1327 CE, Sultan Muhammad bin Tughlaq infamously ordered the entire population of Delhi to march 1,100 km south to make Daulatabad his new capital. Captured by Aurangzeb in 1636 after a prolonged siege.",Open 09:00 AM to 06:00 PM. High physical difficulty: requires ascending 750 steep rock-hewn steps through the pitch-black Andhari tunnel; flashlights mandatory.,"Ellora Caves (13 km), Khuldabad Sufi Shrines (10 km), Bibi Ka Maqbara (14 km)",Archaeological Survey of India (Aurangabad Circle),danushkumarv/indian-monuments-image-dataset; pranavgautam29/indian-historical-monuments; ayushkhaire/indian-forts,daulatabad_fort,https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a8/Chand_Minar_inside_premises_of_Daultabad_fort_alias_Deogiri_Fort%2C_Daulatabad%2C_Maharashtra_05.jpg/960px-Chand_Minar_inside_premises_of_Daultabad_fort_alias_Deogiri_Fort%2C_Daulatabad%2C_Maharashtra_05.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
IND-HER-37,Raigad Fort (Capital of Maratha Empire),किल्ले रायगड (Raigad Durg),Centrally Protected Monument (ASI),Capital Hill Citadel of Chhatrapati Shivaji Maharaj,Maharashtra,"Raigad District, Mahad",18.2346,73.4447,W-MH-A6,Component of Maratha Military Landscapes UNESCO Nomination,Maratha Empire (Chhatrapati Shivaji Maharaj / Hiroji Indulkar),1674 CE (Coronation Capital),Maratha Indigenous Military Hill Fortress Architecture,"Rough-hewn Basalt Stone, Timber frames, Lime concrete","Elevation: 820 m (2,700 ft) above sea level; Summit plateau: 2.5 km long by 1.5 km wide","Maha Darwaza (Flanked by 70-foot bastions), Raj Sabha (Grand Coronation Throne Room of Shivaji Maharaj with acoustic design), Hirkani Buruj sheer cliff bastion, Jagdishwar Temple and Shivaji Maharaj's Samadhi, Takmak Tok execution point","Chosen by Chhatrapati Shivaji Maharaj as the capital of the sovereign Maratha Empire, where he was coronated as 'Chhatrapati' on June 6, 1674. Strategically situated in the Western Ghats surrounded by deep valleys on all sides, ensuring natural defense. The royal market street (Bazaar Peth) was elevated on plinths allowing Maratha horse riders to shop without dismounting.","Open 08:00 AM to 06:00 PM. Accessible either by climbing 1,737 stone steps (2.5 hours) or via the modern Raigad Ropeway aerial cable car (4 minutes).","Gandharpale Buddhist Caves (25 km), Mahabaleshwar (70 km), Alibaug (100 km)",Archaeological Survey of India (Mumbai Circle) & Raigad Development Authority,pranavgautam29/indian-historical-monuments; ayushkhaire/indian-forts,,https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b7/Chhatrapati_Shivaji_Maharaj_Samadhi.jpg/960px-Chhatrapati_Shivaji_Maharaj_Samadhi.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
IND-HER-38,Murud-Janjira Sea Fort,मुरुड जंजिरा किल्ला (Murud Janjira),Centrally Protected Monument (ASI),Unconquered Island Marine Fortress,Maharashtra,"Raigad District, Murud",18.3006,72.9642,W-MH-A7,Component of Maratha Military Landscapes Nomination,Siddis of Janjira (Habshi/Abyssinian Naval Chieftains),15th – 17th Century CE,Marine Coastal Bastion Architecture,"Basalt Blocks, Lead and Molten Glass joints, High-strength lime-sand mortar",Oval island footprint: 22 acres; 19 rounded bastions rising 40 feet out of the Arabian Sea,"19 Round Stone Bastions directly kissing sea waves, Concealed Main Entrance Gate (Sher Darwaza), Kalal Bangadi (Third-largest cannon in India, 22 tonnes of 5-metal alloy), Freshwater Lakes amidst salty sea, Ruined Palaces of the Siddi Nawabs","One of the only island sea fortresses in Indian history that remained unconquered despite furious naval and artillery assaults over centuries by the Marathas, the British East India Company, and the Portuguese. Held by the Siddis (naval warriors of Ethiopian/Abyssinian descent). Houses two natural freshwater spring reservoirs despite being completely surrounded by the salty waters of the Arabian Sea.",Open 07:00 AM to 06:00 PM (Subject to sea tidal conditions). Accessible exclusively by traditional wooden sailboats from Rajapuri Jetty (15-minute sail). Closed during monsoon (June to Sept).,"Kashid Beach (20 km), Padmadurg Sea Fort (built by Shivaji to counter Janjira, 4 km offshore), Alibaug (50 km)",Archaeological Survey of India (Mumbai Circle),pranavgautam29/indian-historical-monuments; ayushkhaire/indian-forts,,https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c9/Murud-Janjira_Fort%2C_Raigad%2C_India.jpg/960px-Murud-Janjira_Fort%2C_Raigad%2C_India.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
IND-HER-39,Gol Gumbaz (The Whispering Gallery),ಗೋಲ್ ಗುಮ್ಮಟ (Gol Gumbaz),Centrally Protected Monument (ASI),Acoustic Wonder & Adil Shahi Mausoleum,Karnataka,"Vijayapura (Bijapur) District, Bijapur",16.8306,75.7361,S-KA-4,Tentative List (Monuments of Deccan Sultanate),Adil Shahi Dynasty (Sultan Mohammed Adil Shah),1626 – 1656 CE (17th Century),Deccani Indo-Islamic Classical Architecture,"Dark Grey Basalt stone, Plaster masonry, Pendentive interlocking brick arch vaulting","Dome External Diameter: 44 m (144 ft); Height: 51 m (167 ft); Floor area: 1,700 sq m without central pillar supports","Massive Hemispherical Free-Standing Dome (Second largest in the world after St. Peter's in Rome), Whispering Gallery running along the inner circumference, Four 8-Storey Octagonal Minaret Corner Towers, Lotus Petal Cornices, Adil Shahi Cenotaphs","Constructed as the grand mausoleum of Mohammed Adil Shah, 7th Sultan of Bijapur. The central dome rests on intersecting eight-point arches without a single central pillar support. Its internal Whispering Gallery is an acoustic miracle: the softest whisper against the stone wall travels around the 44-meter gallery and can be heard clearly on the opposite side, while a single handclap echoes distinctly 7 to 11 times.","Open 06:00 AM to 06:00 PM daily. To experience the acoustic echo effect without crowd noise, enter immediately at opening (06:00 to 07:30 AM).","Ibrahim Rauza (The Black Taj of South India, 3.5 km), Malik-e-Maidan Cannon (3 km), Badami (120 km)",Archaeological Survey of India (Dharwad Circle),pranavgautam29/indian-historical-monuments,,https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d0/Adil_Shah%27s_Tomb%2C_Inside_Gol_Gumbaz%2C_Bijapur%2C_Karnataka.jpg/960px-Adil_Shah%27s_Tomb%2C_Inside_Gol_Gumbaz%2C_Bijapur%2C_Karnataka.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
IND-HER-40,Mysore Palace (Amba Vilas Palace),ಮೈಸೂರು ಅರಮನೆ (Mysore Palace),State Heritage Monument & Royal Residence,Indo-Saracenic Royal Palace,Karnataka,"Mysuru District, Mysuru",12.3051,76.6551,KA-HER-1,Karnataka State Heritage Masterpiece,Wadiyar Dynasty (Maharani Kempananjammanni & Maharaja Krishnaraja Wadiyar IV),1897 – 1912 CE (Designed by Henry Irwin),"Indo-Saracenic with Neo-Classical, Rajput, and Gothic embellishments","Fine Grey Granite with Pink Marble Domes, Cast Iron Pillars, Bohemian Crystal Chandeliers, Teakwood carvings",Facade Length: 75 m; Width: 48 m; Tower Height: 44 m; Palace grounds: 72 acres,"Durbar Hall with Ornate Painted Ceiling and Granite Columns, Kalyana Mantapa (Octagonal Stained Glass Marriage Pavilion), 97,000 Incandescent Bulbs Illumination, Golden Howdah (Elephant throne crafted of 80 kg gold), Gombe Thotti (Dolls Pavilion)","Official residence of the Wadiyar dynasty who ruled the Kingdom of Mysore. Built after the old wooden palace burned down during a royal wedding in 1897. Commissioned from British architect Henry Irwin. Famous worldwide for its spectacular Mysore Dasara festivities, where the Golden Throne is mounted atop royal caparisoned elephants in grand state procession.","Palace open 10:00 AM to 05:30 PM daily. Grand illumination with 97,000 electric bulbs on Sundays and public holidays from 07:00 PM to 07:45 PM. Audio guide headsets available in multiple languages.","Chamundi Hills & Sri Chamundeshwari Temple (12 km), Srirangapatna (Tipu Sultan's capital, 16 km), Brindavan Gardens (19 km)",Mysore Palace Board (Government of Karnataka),pranavgautam29/indian-historical-monuments,,https://thumb.wikimedia.org/wikipedia/commons/thumb/a/ad/Mysore_palace_at_night_01.jpg/960px-Mysore_palace_at_night_01.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
IND-HER-41,Jagannath Temple (Puri),ଶ୍ରୀ ଜଗନ୍ନାଥ ମନ୍ଦିର (Puri Jagannath),Centrally Protected Monument (ASI),Char Dham Sacred Kalinga Sanctuary,Odisha,"Puri District, Puri",19.8048,85.8179,E-OD-2,National Sacred Treasure of India,Eastern Ganga Dynasty (King Anantavarman Chodaganga Deva),1161 CE (12th Century),Kalinga Architecture (Bada Deula with Pancharatha plan),"Chiselled Khondalite and Sandstone blocks, Iron clamps, Lime whitewash coat",Main Deula Height: 65 m (214 ft); Enclosed compound area: 10.7 acres surrounded by 20-foot high Meghanada Pacheri walls,"Neelachakra (Eight-spoke Ashtadhatu wheel atop the 65m spire), Patitapavana Holy Flag flying opposite wind direction, Baisi Pahacha (22 Sacred Steps), Anandabazar (World's largest open-air food market), Ratha Yatra Chariots (Nandighosha, Taladhwaja, Darpadalana)","One of the sacred Char Dham pilgrimage sites of Hinduism, dedicated to Lord Jagannath, Balabhadra, and Subhadra. The wooden deities are ritually remade every 12-19 years from sacred neem logs in the mysterious 'Nabakalebara' ceremony. The temple kitchen (Roshaghara) is the largest in the world, preparing pure Mahaprasad for up to 100,000 devotees daily using traditional earthen pots stacked seven high over wood fires.",Open 05:00 AM to 11:00 PM. Non-Hindus permitted up to the Lion Gate (Singhadwara) and can view the complex from the Raghunandan Library rooftop. All electronic devices and leather items prohibited.,"Puri Golden Beach (1.5 km), Konark Sun Temple (35 km), Chilika Lake Bird Sanctuary (40 km)",Shree Jagannath Temple Administration (SJTA) & Archaeological Survey of India (Bhubaneswar Circle),pranavgautam29/indian-historical-monuments,,https://thumb.wikimedia.org/wikipedia/commons/thumb/5/51/Jagannath_Temple%2C_Puri_02.jpg/960px-Jagannath_Temple%2C_Puri_02.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
IND-HER-42,Cellular Jail (Kala Pani),सेलुलर जेल (काला पानी),National Memorial & Monument,Colonial Panopticon Prison Complex,Andaman and Nicobar Islands,"South Andaman, Port Blair",11.6739,92.7478,ASI National Memorial,National Heritage Monument of India,British Raj (Public Works Department),1896 – 1906 CE (Turn of 20th Century),Jeremy Bentham Panopticon Surveillance Architecture,"Pucca Red Bricks shipped from Burma (Myanmar), Granite blocks, Cast iron gratings",Originally 7 three-storey wings radiating from a central watchtower; 693 individual solitary confinement cells (13.5ft x 7.5ft),"Central Hexagonal Watchtower, Solitary Confinement Cell of Veer Savarkar, Gallows Execution Chamber, Eternal Flame of Freedom Martyrs, Three Surviving Radiating Prison Wings","Infamous colonial penitentiary where Indian freedom fighters (including Veer Savarkar, Batukeshwar Dutt, and Yogendra Shukla) were exiled and subjected to inhuman solitary confinement and hard labour (operating heavy oil-pressing mills). Named 'Cellular' because each cell was designed to ensure total acoustic and visual isolation, preventing any prisoner communication. Declared a National Memorial in 1979.",Open 09:00 AM to 12:30 PM & 01:30 PM to 04:45 PM (Closed Mondays and National Holidays). Evening Sound & Light show detailing the Indian freedom movement.,"Corbyn's Cove Beach (7 km), Ross Island / Netaji Subhash Chandra Bose Island (3 km via boat), Samudrika Marine Museum (3 km)",Andaman and Nicobar Administration (Art & Culture Directorate),pranavgautam29/indian-historical-monuments,,https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a5/Cellular_Jail%2C_Andaman%2C_Port_Blair%2C_India.jpg/960px-Cellular_Jail%2C_Andaman%2C_Port_Blair%2C_India.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
IND-HER-43,Kamakhya Temple (Guwahati),কামাখ্যা দেৱালয় (Kamakhya Mandir),Ancient Shakti Peetha Sanctuary,Nilachal Hybrid Nilachal-Style Temple,Assam,"Kamrup Metropolitan, Guwahati",26.1664,91.7052,AS-HER-1,Assam State Heritage Monument,Koch Dynasty (King Naranarayan & General Chilarai) & Ahom Kings,8th – 9th Century (Origin); Rebuilt 1565 CE,Nilachal Architecture (Hemispherical beehive dome on cruciform plinth),"Local Sandstone plinth, Burnt brick dome, Brass kalasha finial",Perched atop Nilachal Hill at 800 feet elevation; Complex of 10 Mahavidya temples,"Beehive-shaped Shikhara, Underground Garbhagriha with Natural Rock Fissure Spring (Yoni Mudra), Intricate Relief Sculptures of Hindu Deities, Tortoise Pond, View of River Brahmaputra","The foremost of the 51 sacred Shakti Peethas, where according to legend the yoni (reproductive organ) of Goddess Sati fell. Sacked by Kalapahar in 1553 and rebuilt in 1565 by Koch King Naranarayan and his general Chilarai, creating the unique 'Nilachal' architectural hybrid combining a rounded Nagara shikhara with an Islamic-style dome. Host to the annual Ambubachi Mela celebrating the Earth's fertility cycle.",Open 05:30 AM to 01:00 PM & 02:30 PM to 06:00 PM. VIP darshan passes available online. Located 8 km from Guwahati Railway Station.,"Umananda Island Temple (Smallest river island in the world, 6 km), Srimanta Sankaradeva Kalakshetra (15 km), Pobitora Wildlife Sanctuary (50 km)",Kamakhya Devalaya Bordeuri Samaj & Tourism Department Assam,pranavgautam29/indian-historical-monuments,,https://thumb.wikimedia.org/wikipedia/commons/thumb/d/dc/Kamakhya_Temple%2C_Guwahati.jpg/960px-Kamakhya_Temple%2C_Guwahati.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
IND-HER-44,Rang Ghar & Talatal Ghar (Ahom Kingdom),ৰংঘৰ আৰু তলাতল ঘৰ (Rang Ghar),Centrally Protected Monument (ASI),Royal Sports Amphitheatre & Subterranean Palace,Assam,"Sivasagar District, Sivasagar",26.9631,94.6231,NE-AS-1,Component of Ahom Monuments Tentative List,Ahom Dynasty (Swargadeo Pramatta Singha & Rajeswar Singha),1744 – 1751 CE (18th Century),Indigenous Ahom Architecture (Inverted boat-shaped roof),"Flat Thin Bricks, Indigenous Mortar (Karoli-Bor: sticky rice, duck eggs, snail lime, and fish oil)","Rang Ghar: 2-storey pavilion, 10m high x 27m wide; Talatal Ghar: 7-storey palace (3 subterranean)","Inverted Royal Longboat Shaped Roof, Sculptured Crocodile Horn Finials, Royal Balcony facing the Rupahi Pathar arena, Secret Subterranean Escape Tunnels connecting to Dikhow River","Rang Ghar ('House of Entertainment') is Asia's oldest surviving royal outdoor amphitheatre, where Ahom kings sat to watch buffalo fights, falconry, and wrestling during Rongali Bihu celebrations. The nearby Talatal Ghar palace featured three underground secret escape tunnels engineered to evacuate the royal family during Burmese or Mughal invasions, constructed with an extraordinary indigenous mortar made of sticky rice and duck eggs.",Open 09:00 AM to 05:00 PM daily. Located 3 km from Sivasagar town. Easy road connectivity from Jorhat Airport (55 km).,"Talatal Ghar (2 km), Kareng Ghar at Gargaon (15 km), Charaideo Maidams (Ahom Royal Mounds, UNESCO Site, 28 km)",Archaeological Survey of India (Guwahati Circle),pranavgautam29/indian-historical-monuments,,https://thumb.wikimedia.org/wikipedia/commons/thumb/6/64/Rang_Ghar_The_first_Indian_pavilion.jpg/960px-Rang_Ghar_The_first_Indian_pavilion.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
IND-HER-45,Martand Sun Temple,मार्तंड सूर्य मंदिर (Martand Temple),Centrally Protected Monument (ASI),Kashmiri Classical Stone Temple Ruins,Jammu and Kashmir,"Anantnag District, Mattan",33.7464,75.2206,N-JK-1,National Heritage Monument of India,Karkota Dynasty (Emperor Lalitaditya Muktapida),8th Century CE (c. 725 – 756 CE),Classical Kashmiri Architecture (Gandharan-Greco-Roman fusion with Trefoil arches),"Massive Dressed Limestone ashlar blocks joined with iron dowels, Lime mortar",Peristyle Courtyard: 67 m x 43 m; 84 fluted Doric-inspired colonnade pillars enclosing central sanctum,"Trefoil Arched Entrance Gateway, 84 Fluted Classical Pillars, Central Vimana with Sun God reliefs, Panoramic vista over the Kashmir Valley and Pir Panjal mountain range","Commissioned by Emperor Lalitaditya Muktapida, the greatest military conqueror of the Karkota dynasty who expanded Kashmiri suzerainty into Central Asia. Built atop a plateau overlooking the entire Kashmir Valley. Synthesizes Greco-Roman Gandharan fluted columns, Roman arches, and Hindu sacred iconography. Destroyed in the early 15th century by Sultan Sikandar Butshikan.",Open sunrise to sunset daily. Located 9 km from Anantnag and 64 km from Srinagar. High security clearance zone with peaceful tourist access.,"Mattan Temple (3 km), Achabal Mughal Gardens (12 km), Pahalgam Valley (40 km)",Archaeological Survey of India (Srinagar Circle),pranavgautam29/indian-historical-monuments,,https://thumb.wikimedia.org/wikipedia/commons/thumb/f/fa/1_Sun_Temple_Martand_Jammu_Kashmir_India_ancient_Hindu_temple_in_ruins.jpg/960px-1_Sun_Temple_Martand_Jammu_Kashmir_India_ancient_Hindu_temple_in_ruins.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
IND-HER-46,Bishnupur Terracotta Temples,বিষ্ণুপুর পোড়ামাটির মন্দির (Bishnupur),Centrally Protected Monument (ASI),Bengal Chala Terracotta Shrines,West Bengal,"Bankura District, Bishnupur",23.0673,87.3188,E-WB-2,Tentative List (Temples at Bishnupur),Malla Dynasty (Raja Bir Hambir & Raghunath Singha),16th – 17th Century CE,Bengal Chala & Ratna Architecture (Curved thatched roof mimicry in terracotta),"Alluvial Clay Terracotta Baked Tiles, Laterite stone plinths",Rasmancha: 24m square pyramidal monument; Shyam Rai: Pancha-ratna (5-pinnacle) shrine,"Pancha-Ratna (Five Towers) of Shyam Rai Temple, Exquisite Baked Terracotta Wall Panels depicting Ramayana and Mahabharata battle scenes, Rasmancha Pyramidal Pavilion with 108 arched portals, Madan Mohan Temple, Dalmadal Cannon (Maratha siege cannon)","Because alluvial Bengal lacks hard building stones, Malla kingdom craftsmen transformed fine river silt into baked red terracotta tiles, carving thousands of miniature narrative scenes of Krishna-lila and royal elephant processions. The Rasmancha, built in 1600 CE, is unique in all of India: a stepped brick pyramid surrounded by tiered galleries of arches where deities from all neighboring villages were assembled annually during the grand Ras festival.",Open 06:00 AM to 06:00 PM. Famous for handcrafted Baluchari silk sarees. Located 140 km from Kolkata (3.5 hours by train).,"Joypur Forest (14 km), Mukutmanipur Dam (45 km), Bankura (35 km)",Archaeological Survey of India (Kolkata Circle),pranavgautam29/indian-historical-monuments,,https://thumb.wikimedia.org/wikipedia/commons/thumb/3/34/Bishnupur_Shyam_Rai_Temple_Script.JPG/960px-Bishnupur_Shyam_Rai_Temple_Script.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
IND-HER-47,Lepakshi Veerabhadra Temple & Hanging Pillar,లేపాక్షి వీరభద్ర స్వామి ఆలయం (Lepakshi),Centrally Protected Monument (ASI),Vijayanagara Rock Temple & Architectural Marvel,Andhra Pradesh,"Sri Sathya Sai District, Lepakshi",13.8037,77.6062,H-AP-1,Tentative List (Lepakshi Veerabhadra Temple),Vijayanagara Empire (Brothers Virupanna and Veeranna),1530 – 1545 CE (16th Century),Vijayanagara Style (Monolithic Rock Carving & Frescoes),"Monolithic Granite Gneiss Outcrop (Kurma Saila hill), Fresco tempera pigments","Hanging Pillar: 70 pillars support the ceiling, with 1 pillar floating 1 inch off the floor; Monolithic Nandi: 4.5m high x 8.2m long","Famous Hanging Pillar (Leaves clear gap above the stone floor; cloth can pass underneath), Monolithic Nagalinga (7-headed hooded serpent coiled around lingam), Giant Monolithic Basava Nandi Bull, Fresco Ceiling of Virupanna on Natya Mandapa roof, Sita's Giant Footprint","Built on the tortoiseshell-shaped hill 'Kurma Saila'. Legend states this is where the wounded divine bird Jatayu fell after battling Ravana during Sita's abduction (Lord Rama cried 'Le Pakshi' - Rise Bird). The famous Hanging Pillar hangs detached from the granite floor, supported only by the ceiling cantilever structure, baffling engineers for centuries.",Open 06:00 AM to 06:00 PM daily. Located 120 km north of Bengaluru Airport (2.5 hours via NH 44).,"Bengaluru (120 km), Puttaparthi (65 km), Penukonda Fort (40 km)",Archaeological Survey of India (Hyderabad Circle),pranavgautam29/indian-historical-monuments,,https://thumb.wikimedia.org/wikipedia/commons/thumb/8/86/Basavannah_Temple_Nandi.jpg/960px-Basavannah_Temple_Nandi.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
IND-HER-48,Badami Cave Temples,ಬಾದಾಮಿ ಗುಹಾಂತರ ದೇವಾಲಯಗಳು (Badami),Centrally Protected Monument (ASI),Early Chalukya Rock-Cut Cave Shrines,Karnataka,"Bagalkot District, Badami",15.9189,75.6767,S-KA-5,Tentative List (Evolution of Temple Architecture - Aihole-Badami-Pattadakal),Early Chalukya Dynasty (Pulakeshin I & Mangalesha),540 – 578 CE (6th Century),Early Chalukyan Rock-Cut Architecture,Monolithic Red Sandstone Ravine Cliffs overlooking Agastya Lake,"Four rock-cut caves carved into cliffs (Cave 1: Shiva, Cave 2 & 3: Vishnu, Cave 4: Jain Tirthankaras)","Cave 1 18-Armed Dancing Nataraja (Demonstrating 81 Bharatanatyam mudras), Cave 3 Varaha and Narasimha Colossal Reliefs, Cave 4 Mahavira and Parshvanatha Tirthankaras, Bhootnath Temple on Agastya Lake edge, Agastya Lake reservoir","Capital of the Early Chalukyas (then known as Vatapi), situated in a rugged red sandstone canyon. King Pulakeshin II famously defeated Emperor Harsha of Kannauj on the banks of Narmada River from this capital. Sacked in 642 CE by Pallava King Narasimhavarman I, who assumed the title 'Vatapikonda' (Conqueror of Vatapi).",Open 06:00 AM to 06:00 PM. High monkey activity; beware of food packets. Ideal combined with Pattadakal and Aihole.,"Pattadakal (22 km), Aihole (35 km), Mahakuta (14 km)",Archaeological Survey of India (Dharwad Circle),pranavgautam29/indian-historical-monuments,,https://thumb.wikimedia.org/wikipedia/commons/thumb/7/7c/6th_century_Nataraja_relief_at_the_Badami_Cave_temples.jpg/960px-6th_century_Nataraja_relief_at_the_Badami_Cave_temples.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
IND-HER-49,Aihole (Cradle of Indian Temple Architecture),ಐಹೊಳೆ (Aihole Temple Complex),Centrally Protected Monument (ASI),Experimental Temple Laboratory Complex,Karnataka,"Bagalkot District, Aihole",16.0222,75.8822,S-KA-6,Tentative List (Aihole Complex),Early Chalukya Dynasty,5th – 8th Century CE,Early Experimental Hindu & Jain Architecture (Apsidal Durga Temple),"Reddish Sandstone blocks, Ashlar masonry without bonding cement",Over 125 stone temples clustered over the Malaprabha River valley,"Apsidal Durga Temple (Gajaprishtha/Elephant-back plan with pillared peristyle), Lad Khan Temple (Ancient cave-temple inspired hall), Meguti Jain Temple with Ravikirti's 634 CE Pulakeshin II Inscription, Huchappayya Matha, Ravana Phadi Cave","Revered as the experimental 'cradle and laboratory of Hindu temple architecture' in India, where ancient guilds tested diverse shikhara designs, mandapas, and layouts. The Meguti Temple contains the priceless 634 CE Sanskrit stone inscription composed by court poet Ravikirti, which accurately dates the Mahabharata war and celebrates Pulakeshin II's military defeat of Emperor Harsha.",Open 09:00 AM to 05:00 PM daily. ASI on-site museum displays Chalukya sculpture masterpieces.,"Pattadakal (14 km), Badami (35 km), Mahakuta (25 km)",Archaeological Survey of India (Dharwad Circle),pranavgautam29/indian-historical-monuments,,https://thumb.wikimedia.org/wikipedia/commons/thumb/3/3a/Durga_Temple_-_Aihole_with_cloud.jpg/960px-Durga_Temple_-_Aihole_with_cloud.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
IND-HER-50,Bekal Fort (Sea Bastion of Malabar),ബേക്കൽ കോട്ട (Bekal Fort),Centrally Protected Monument (ASI),Coastal Marine Promontory Fortress,Kerala,"Kasaragod District, Bekal",12.3926,75.0306,S-KL-1,State Heritage Coastal Monument,Keladi Nayakas (Shivappa Nayaka) & Tipu Sultan,1650 CE (17th Century),Malabar Coastal Military Defense Architecture,"Chiselled Red Laterite Stone Blocks, Lime plaster, Heavy sea masonry",Footprint: 40 acres; Keyhole-shaped coastal peninsula jutting into the Arabian Sea,"Observation Watchtower at Center (Offering 360-degree sea view), Keyhole Defensive Bastion Wall Layout, Sea Gate with Concealed Escape Tunnel, Gun Holes at varying angles (High for ships, Low for landing boats), Anjaneya Temple","Largest and best-preserved fort in Kerala. Unlike traditional administrative palaces, Bekal was built purely as a military sea defense bastion. Its observation tower at the center was designed so a commander could spot incoming naval warships 15 km away, with multi-level embrasures allowing musket and cannon fire at enemy vessels regardless of sea tides.",Open 08:00 AM to 05:30 PM. Beautiful seaside promenade with sunset views over the Arabian Sea.,"Kappil Beach (5 km), Ananthapura Lake Temple (30 km), Mangaluru Airport (65 km)",Archaeological Survey of India (Thrissur Circle) & Bekal Tourism Development Corporation,pranavgautam29/indian-historical-monuments; ayushkhaire/indian-forts,,https://thumb.wikimedia.org/wikipedia/commons/thumb/7/74/Bekal_fort_kasaragod_15.jpg/960px-Bekal_fort_kasaragod_15.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail
